_id,chinese_name,english_name,country
3297,海南医科大学,Hainan Medical University,China
3298,海口经济学院,Haikou University of Economics,China
3299,琼台师范学院,Qiongtai Normal University,China
3300,三亚学院,University of Sanya,China
3301,海南科技职业大学,Hainan University of Science and Technology,China
3302,海南比勒费尔德应用科学大学,Hainan Bielefeld University of Applied Sciences,China
3303,海南警察学院,Hainan Police Academy,China
3304,海南洛桑旅游大学,Hainan Lausanne Hospitality Management College,China
3305,海南职业技术学院,Hainan Vocational College of Technology,China
3306,三亚城市职业学院,Sanya City Polytechnic,China
3307,海南软件职业技术学院,Hainan Software Vocational College,China
3308,海南政法职业学院,Hainan Vocational College of Politics and Law,China
3309,海南外国语职业学院,Hainan Foreign Languages Vocational College,China
3310,海南经贸职业技术学院,Hainan College of Economics and Trade,China
3311,海南工商职业学院,Hainan Business College,China
3312,三亚航空旅游职业学院,Sanya Aviation and Tourism College,China
3313,三亚理工职业学院,Sanya University of Technology,China
3314,海南体育职业技术学院,Hainan Vocational College of Sports,China
3315,三亚中瑞酒店管理职业学院,Sanya Sino-Swiss Hotel Management College,China
3316,海南健康管理职业技术学院,Hainan Health Management Vocational College,China
3317,海南卫生健康职业学院,Hainan Health Vocational College,China
3318,海南东方新丝路职业学院,Hainan Oriental Silk Road Vocational College,China
3319,海口旅游职业学院,Haikou College of Economics and Tourism,China
3320,海南艺术职业学院,Hainan College of Arts,China
3321,三亚护理职业学院,Sanya Nursing Vocational College,China
3322,重庆大学,Chongqing University,China
3323,重庆邮电大学,Chongqing University of Posts and Telecommunications,China
3324,重庆交通大学,Chongqing Jiaotong University,China
3325,重庆医科大学,Chongqing Medical University,China
3326,西南大学,Southwest University,China
3327,重庆师范大学,Chongqing Normal University,China
3328,重庆文理学院,Chongqing University of Arts and Science,China
3329,重庆三峡学院,Chongqing Three Gorges University,China
3330,长江师范学院,Yangtze Normal University,China
3331,四川外国语大学,Sichuan International Studies University,China
3332,西南政法大学,Southwest University of Political Science and Law,China
3333,四川美术学院,Sichuan Fine Arts Institute,China
3334,重庆科技大学,Chongqing University of Science and Technology,China
3335,重庆理工大学,Chongqing University of Technology,China
3336,重庆工商大学,Chongqing Technology and Business University,China
3337,重庆机电职业技术大学,Chongqing University of Mechanical & Electrical Engineering,China
3338,重庆工程学院,Chongqing Institute of Engineering,China
3339,重庆城市科技学院,Chongqing City College of Science & Technology,China
3340,重庆警察学院,Chongqing Police College,China
3341,重庆人文科技学院,Chongqing College of Humanities  Science and Technology,China
3342,重庆外语外事学院,Chongqing University of Foreign Languages and Foreign Affairs,China
3343,重庆对外经贸学院,Chongqing University of International Business and Economics,China
3344,重庆财经学院,Chongqing College of Finance and Economics,China
3345,重庆工商大学派斯学院,Pass College  Chongqing Technology and Business University,China
3346,重庆移通学院,Chongqing Yutong University,China
3347,重庆第二师范学院,Chongqing University of Education,China
3348,重庆中医药学院,Chongqing Medical College of Traditional Chinese Medicine,China
3349,重庆电子科技职业大学,Chongqing Vocational Institute of Engineering and Technology,China
3350,重庆工业职业技术大学,Chongqing Industry Polytechnic College,China
3351,重庆航天职业技术学院,Chongqing Aerospace Vocational College,China
3352,重庆电力高等专科学校,Chongqing Electric Power College,China
3353,重庆三峡职业学院,Chongqing Three Gorges Vocational College,China
3354,重庆工贸职业技术学院,Chongqing Vocational Institute of Technology,China
3355,重庆海联职业技术学院,Chongqing Hailian Vocational College,China
3356,重庆信息技术职业学院,Chongqing College of Information Technology,China
3357,重庆传媒职业学院,Chongqing College of Media,China
3358,重庆城市管理职业学院,Chongqing City Management College,China
3359,重庆工程职业技术学院,Chongqing College of Technology,China
3360,重庆建筑科技职业学院,Chongqing Jianzhu College of Science and Technology,China
3361,重庆城市职业学院,Chongqing City Vocational College,China
3362,重庆水利电力职业技术学院,Chongqing Water Conservancy & Electric Power College,China
3363,重庆工商职业学院,Chongqing Technology and Business Institute,China
3364,重庆应用技术职业学院,Chongqing Vocational Institute of Applied Technology,China
3365,重庆三峡医药高等专科学校,Chongqing Three Gorges Medical College,China
3366,重庆医药高等专科学校,Chongqing Medical College,China
3367,重庆青年职业技术学院,Chongqing Youth Vocational and Technical College,China
3368,重庆财经职业学院,Chongqing College of Finance and Economics,China
3369,重庆科创职业学院,Chongqing Innovation and Technology Vocational College,China
3370,重庆建筑工程职业学院,Chongqing Jianzhu College of Science and Technology,China
3371,重庆电讯职业学院,Chongqing Telecommunication Vocational College,China
3372,重庆能源职业学院,Chongqing Energy Vocational College,China
3373,重庆商务职业学院,Chongqing Business College,China
3374,重庆交通职业学院,Chongqing Jiaotong Vocational College,China
3375,重庆化工职业学院,Chongqing Chemical Engineering Vocational College,China
3376,重庆旅游职业学院,Chongqing Tourism College,China
3377,重庆安全技术职业学院,Chongqing Vocational College of Safety and Technology,China
3378,重庆公共运输职业学院,Chongqing Public Transportation Vocational College,China
3379,重庆艺术工程职业学院,Chongqing Vocational Institute of Art and Engineering,China
3380,重庆轻工职业学院,Chongqing Vocational Institute of Light Industry,China
3381,重庆电信职业学院,Chongqing University of Posts and Telecommunications College of Science and Technology,China
3382,重庆经贸职业学院,Chongqing Institute of Economics and Trade,China
3383,重庆幼儿师范高等专科学校,Chongqing Preschool Education College,China
3384,重庆文化艺术职业学院,Chongqing College of Culture and Arts,China
3385,重庆科技职业学院,Chongqing College of Science and Technology,China
3386,重庆资源与环境保护职业学院,Chongqing Vocational Institute of Resources and Environmental Protection,China
3387,重庆护理职业学院,Chongqing Nursing Vocational College,China
3388,重庆理工职业学院,Chongqing Vocational Institute of Engineering,China
3389,重庆智能工程职业学院,Chongqing Institute of Intelligent Engineering,China
3390,重庆健康职业学院,Chongqing Health Vocational College,China
3391,重庆工信职业学院,Chongqing Vocational Institute of Industry and Information Technology,China
3392,重庆五一职业技术学院,Chongqing May 1st Vocational and Technical College,China
3393,重庆数字产业职业技术学院,Chongqing Digital Industry Vocational College,China
3394,重庆现代制造职业学院,Chongqing Vocational Institute of Modern Manufacturing,China
3395,重庆农业职业学院,Chongqing Vocational Institute of Agriculture,China
3396,重庆安防职业学院,Chongqing Security Vocational College,China
3397,四川大学,Sichuan University,China
3398,西南交通大学,Southwest Jiaotong University,China
3399,电子科技大学,University of Electronic Science and Technology of China,China
3400,西南石油大学,Southwest Petroleum University,China
3401,成都理工大学,Chengdu University of Technology,China
3402,西南科技大学,Southwest University of Science and Technology,China
3403,成都信息工程大学,Chengdu University of Information Technology,China
3404,四川轻化工大学,Sichuan University of Science & Engineering,China
3405,西华大学,Xihua University,China
3406,中国民用航空飞行学院,Civil Aviation Flight University of China,China
3407,四川农业大学,Sichuan Agricultural University,China
3408,西昌学院,Xichang University,China
3409,西南医科大学,Southwest Medical University,China
3410,成都中医药大学,Chengdu University of Traditional Chinese Medicine,China
3411,川北医学院,North Sichuan Medical College,China
3412,四川师范大学,Sichuan Normal University,China
3413,西华师范大学,China West Normal University,China
3414,绵阳师范学院,Mianyang Normal University,China
3415,内江师范学院,Neijiang Normal University,China
3416,宜宾学院,Yibin University,China
3417,四川文理学院,Sichuan University of Arts and Sciences,China
3418,阿坝师范学院,Aba Teachers University,China
3419,乐山师范学院,Leshan Normal University,China
3420,西南财经大学,Southwestern University of Finance and Economics,China
3421,成都体育学院,Chengdu Sport University,China
3422,四川音乐学院,Sichuan Conservatory of Music,China
3423,西南民族大学,Southwest University for Nationalities,China
3424,成都大学,Chengdu University,China
3425,成都工业学院,Chengdu Industrial Institute,China
3426,攀枝花学院,Panzhihua University,China
3427,四川旅游学院,Sichuan Tourism University,China
3428,四川民族学院,Sichuan Minzu College,China
3429,四川警察学院,Sichuan Police College,China
3430,成都东软学院,Chengdu Neusoft University,China
3431,成都艺术职业大学,Chengdu Vocational University of Art,China
3432,电子科技大学成都学院,Chengdu College of University of Electronic Science and Technology of China,China
3433,成都理工大学工程技术学院,The Engineering & Technical College of Chengdu University of Technology,China
3434,四川传媒学院,Sichuan University of Media and Communications,China
3435,成都银杏酒店管理学院,Gingko Hospitality Management College,China
3436,成都文理学院,Chengdu College of Arts and Sciences,China
3437,四川工商学院,Sichuan Technology and Business University,China
3438,成都外国语学院,Chengdu Foreign Studies College,China
3439,成都医学院,Chengdu Medical College,China
3440,四川工业科技学院,Sichuan Institute of Industrial Science and technology,China
3441,成都锦城学院,Chengdu Jincheng College,China
3442,西南财经大学天府学院,Tianfu College of Southwestern University of Finance and Economics,China
3443,四川大学锦江学院,Sichuan University Jinjiang College,China
3444,四川文化艺术学院,Sichuan University of Culture and Arts,China
3445,绵阳城市学院,Mianyang City College,China
3446,西南交通大学希望学院,Southwest Jiaotong University Hope College,China
3447,成都师范学院,Chengdu Normal University,China
3448,四川电影电视学院,Sichuan Film and Television University,China
3449,吉利学院,Geely University of China,China
3450,四川工程职业技术大学,Sichuan University of Engineering Technology,China
3451,成都航空职业技术大学,Chengdu Aeronautic Polytechnic,China
3452,成都纺织高等专科学校,Chengdu Textile College,China
3453,民办四川天一学院,Sichuan Tianyi College,China
3454,四川电力职业技术学院,Sichuan Electric Power Vocational College,China
3455,成都职业技术学院,Chengdu Vocational College,China
3456,四川化工职业技术学院,Sichuan Chemical Engineering Vocational College,China
3457,四川水利职业技术学院,Sichuan Water Conservancy Vocational College,China
3458,南充职业技术学院,Nanchong Vocational College,China
3459,内江职业技术学院,Neijiang Vocational College,China
3460,四川航天职业技术学院,Sichuan Aerospace Vocational College,China
3461,四川邮电职业技术学院,Sichuan Posts and Telecommunications Vocational College,China
3462,四川机电职业技术学院,Sichuan Mechanical & Electrical Vocational College,China
3463,绵阳职业技术学院,Mianyang Vocational College,China
3464,四川交通职业技术学院,Sichuan Transportation Vocational College,China
3465,四川工商职业技术学院,Sichuan Business and Technology College,China
3466,四川建筑职业技术学院,Sichuan Jianzhu Vocational College,China
3467,达州职业技术学院,Dazhou Vocational College,China
3468,四川托普信息技术职业学院,Sichuan Top Information Technology Vocational College,China
3469,四川国际标榜职业学院,Sichuan International Beauty Culture & Arts College,China
3470,成都农业科技职业学院,Chengdu Vocational College of Agriculture and Technology,China
3471,宜宾职业技术学院,Yibin Vocational and Technical College,China
3472,泸州职业技术学院,Luzhou Vocational and Technical College,China
3473,眉山职业技术学院,Meishan Vocational and Technical College,China
3474,四川职业技术学院,Sichuan Vocational and Technical College,China
3475,乐山职业技术学院,Leshan Vocational and Technical College,China
3476,雅安职业技术学院,Ya'an Vocational and Technical College,China
3477,四川商务职业学院,Sichuan College of Commerce,China
3478,四川司法警官职业学院,Sichuan Vocational College of Police,China
3479,广安职业技术学院,Guang'an Vocational and Technical College,China
3480,四川信息职业技术学院,Sichuan Information Technology College,China
3481,四川文化传媒职业学院,Sichuan Vocational College of Culture and Media,China
3482,四川华新现代职业学院,Sichuan Huaxin Modern Vocational College,China
3483,四川铁道职业学院,Sichuan Railway Vocational College,China
3484,四川艺术职业学院,Sichuan Vocational College of Art,China
3485,四川中医药高等专科学校,Sichuan College of Traditional Chinese Medicine,China
3486,四川科技职业学院,Sichuan College of Science and Technology,China
3487,四川文化产业职业学院,Sichuan Vocational College of Cultural Industries,China
3488,四川财经职业学院,Sichuan Vocational College of Finance and Economics,China
3489,四川城市职业学院,Sichuan Urban Vocational College,China
3490,四川现代职业学院,Sichuan Modern Vocational College,China
3491,四川幼儿师范高等专科学校,Sichuan Preschool Education College,China
3492,四川长江职业学院,Sichuan Yangtze Vocational College,China
3493,四川三河职业学院,Sichuan Sanhe Vocational College,China
3494,川北幼儿师范高等专科学校,Northern Sichuan Preschool Education College,China
3495,四川卫生康复职业学院,Sichuan Vocational College of Health and Rehabilitation,China
3496,四川汽车职业技术学院,Sichuan Automotive Vocational and Technical College,China
3497,巴中职业技术学院,Bazhong Vocational and Technical College,China
3498,四川希望汽车职业学院,Sichuan Hope Automotive Vocational College,China
3499,四川电子机械职业技术学院,Sichuan Vocational College of Electronic and Mechanical Technology,China
3500,四川文轩职业学院,Sichuan Wenxuan Vocational College,China
3501,川南幼儿师范高等专科学校,Chuannan Preschool Education College,China
3502,四川护理职业学院,Sichuan Nursing Vocational College,China
3503,成都工业职业技术学院,Chengdu Vocational College of Industry Technology,China
3504,四川西南航空职业学院,Sichuan Southwest Vocational College of Civil Aviation,China
3505,成都工贸职业技术学院,Chengdu Vocational College of Industry and Commerce,China
3506,四川应用技术职业学院,Sichuan Vocational College of Applied Technology,China
3507,西昌民族幼儿师范高等专科学校,Xichang National Preschool Education College,China
3508,眉山药科职业学院,Meishan Pharmaceutical Vocational College,China
3509,天府新区信息职业学院,Tianfu New Area Information Vocational College,China
3510,德阳城市轨道交通职业学院,Deyang Urban Rail Transit Vocational College,China
3511,德阳科贸职业学院,Deyang Vocational College of Science and Trade,China
3512,江阳城建职业学院,Jiangyang Urban Construction Vocational College,China
3513,天府新区航空旅游职业学院,Tianfu New Area Aviation and Tourism Vocational College,China
3514,天府新区通用航空职业学院,Tianfu New Area General Aviation Vocational College,China
3515,阿坝职业学院,Aba Vocational College,China
3516,达州中医药职业学院,Dazhou College of Traditional Chinese Medicine,China
3517,内江卫生与健康职业学院,Neijiang Health Vocational College,China
3518,南充科技职业学院,Nanchong Vocational College of Science and Technology,China
3519,攀枝花攀西职业学院,Panzhihua Panxi Vocational College,China
3520,资阳口腔职业学院,Ziyang Stomatological Vocational College,China
3521,资阳环境科技职业学院,Ziyang Vocational College of Environmental Science and Technology,China
3522,南充文化旅游职业学院,Nanchong Vocational College of Culture and Tourism,China
3523,南充电影工业职业学院,Nanchong Film Industry Vocational College,China
3524,绵阳飞行职业学院,Mianyang Flying College,China
3525,德阳农业科技职业学院,Deyang Agriculture Science and Technology Vocational College,China
3526,泸州医疗器械职业学院,Luzhou Medical Device Vocational College,China
3527,甘孜职业学院,Garze Vocational College,China
3528,自贡职业技术学院,Zigong Vocational and Technical College,China
3529,广元中核职业技术学院,Guangyuan CNNC Vocational and Technical College,China
3530,四川体育职业学院,Sichuan Sport Vocational College,China
3531,遂宁能源职业学院,Suining Energy Vocational College,China
3532,遂宁工程职业学院,Suining Engineering Vocational College,China
3533,遂宁职业学院,Suining Vocational College,China
3534,西昌医学高等专科学校,Xichang Medical College,China
3535,成都轨道交通职业学院,Chengdu Rail Transit Vocational College,China
3536,宜宾工业职业技术学院,Yibin Vocational College of Technology and Industry,China
3537,宜宾医药健康职业学院,Yibin Vocational College of Medicine and Health,China
3538,贵州大学,Guizhou University,China
3539,贵州医科大学,Guizhou Medical University,China
3540,遵义医科大学,Zunyi Medical University,China
3541,贵州中医药大学,Guizhou University of Traditional Chinese Medicine,China
3542,贵州师范大学,Guizhou Normal University,China
3543,遵义师范学院,Zunyi Normal University,China
3544,铜仁学院,Tongren University,China
3545,兴义民族师范学院,Xingyi Normal University for Nationalities,China
3546,安顺学院,Anshun University,China
3547,贵州工程应用技术学院,Guizhou University of Engineering Science,China
3548,凯里学院,Kaili University,China
3549,黔南民族师范学院,Qiannan Normal College for Nationalities,China
3550,贵州财经大学,Guizhou University of Finance and Economics,China
3551,贵州民族大学,Guizhou Minzu University,China
3552,贵阳学院,Guiyang University,China
3553,六盘水师范学院,Liupanshui Normal University,China
3554,贵州商学院,Guizhou University of Commerce,China
3555,贵州警察学院,Guizhou Police College,China
3556,贵州中医药大学时珍学院,Shizhen College  Guizhou University of Traditional Chinese Medicine,China
3557,贵州黔南经济学院,Qiannan College of Economics,China
3558,贵州黔南科技学院,Qiannan College of Science and Technology,China
3559,贵阳信息科技学院,Guiyang College of Information Science and Technology,China
3560,贵阳人文科技学院,Guiyang College of Humanities and Science and Technology,China
3561,贵阳康养职业大学,Guiyang Rehabilitation and Health Vocational University,China
3562,遵义医科大学医学与科技学院,Medical and Technological College of Zunyi Medical University,China
3563,贵州医科大学神奇民族医药学院,Shenqi Ethnic Medical College  Guizhou Medical University,China
3564,贵州师范学院,Guizhou Normal College,China
3565,贵州理工学院,Guizhou Institute of Technology,China
3566,茅台学院,Moutai University,China
3567,贵州交通职业大学,Guizhou Communications Vocational College,China
3568,铜仁职业技术大学,Tongren Polytechnic College,China
3569,贵州轻工职业大学,Guizhou Vocational College of Light Industry,China
3570,黔南民族医学高等专科学校,Qiannan National Medical College,China
3571,贵州航天职业技术学院,Guizhou Aerospace Vocational and Technical College,China
3572,贵州电子信息职业技术学院,Guizhou Electronic Information Vocational and Technical College,China
3573,安顺职业技术学院,Anshun Vocational and Technical College,China
3574,黔东南民族职业技术学院,Qiandongnan National Vocational and Technical College,China
3575,黔南民族职业技术学院,Qiannan National Vocational and Technical College,China
3576,遵义职业技术学院,Zunyi Vocational and Technical College,China
3577,贵州城市职业学院,Guizhou Urban Vocational College,China
3578,贵州工业职业技术学院,Guizhou Vocational College of Industry,China
3579,贵州电力职业技术学院,Guizhou Electric Power Vocational and Technical College,China
3580,六盘水职业技术学院,Liupanshui Vocational and Technical College,China
3581,黔西南民族职业技术学院,Qianxinan National Vocational and Technical College,China
3582,遵义医药高等专科学校,Zunyi Medical College,China
3583,贵阳职业技术学院,Guiyang Vocational and Technical College,China
3584,毕节职业技术学院,Bijie Vocational and Technical College,China
3585,贵州职业技术学院,Guizhou Vocational and Technical College,China
3586,贵州盛华职业学院,Guizhou Shenghua Vocational College,China
3587,贵州工商职业学院,Guizhou Business Vocational College,China
3588,贵阳幼儿师范高等专科学校,Guiyang Preschool Education College,China
3589,铜仁幼儿师范高等专科学校,Tongren Preschool Education College,China
3590,黔南民族幼儿师范高等专科学校,Qiannan National Preschool Education College,China
3591,毕节医学高等专科学校,Bijie Medical College,China
3592,贵州建设职业技术学院,Guizhou Construction Vocational and Technical College,China
3593,毕节幼儿师范高等专科学校,Bijie Preschool Education College,China
3594,贵州农业职业学院,Guizhou Vocational College of Agriculture,China
3595,贵州工程职业学院,Guizhou Vocational College of Engineering,China
3596,贵州工贸职业学院,Guizhou Vocational College of Industry and Commerce,China
3597,贵州水利水电职业技术学院,Guizhou Vocational College of Water Resources and Hydropower,China
3598,贵州电子商务职业技术学院,Guizhou Vocational College of E-Commerce,China
3599,贵州应用技术职业学院,Guizhou Vocational College of Applied Technology,China
3600,贵州电子科技职业学院,Guizhou Vocational College of Electronic Science and Technology,China
3601,贵州装备制造职业学院,Guizhou Vocational College of Equipment Manufacturing,China
3602,贵州健康职业学院,Guizhou Health Vocational College,China
3603,贵州食品工程职业学院,Guizhou Vocational College of Food Engineering,China
3604,贵州经贸职业技术学院,Guizhou Vocational College of Economics and Trade,China
3605,贵州护理职业技术学院,Guizhou Nursing Vocational College,China
3606,六盘水幼儿师范高等专科学校,Liupanshui Preschool Education College,China
3607,毕节工业职业技术学院,Bijie Vocational College of Industry,China
3608,贵州机电职业技术学院,Guizhou Mechanical and Electrical Vocational and Technical College,China
3609,贵州财经职业学院,Guizhou Vocational College of Finance and Economics,China
3610,贵州民用航空职业学院,Guizhou Civil Aviation Vocational College,China
3611,贵州文化旅游职业学院,Guizhou Vocational College of Culture and Tourism,China
3612,贵州航空职业技术学院,Guizhou Aviation Vocational and Technical College,China
3613,贵州体育职业学院,Guizhou Sport Vocational College,China
3614,贵州铜仁数据职业学院,Guizhou Tongren Data Vocational College,China
3615,贵州传媒职业学院,Guizhou Vocational College of Media,China
3616,贵州生态能源职业学院,Guizhou Vocational College of Ecological and Energy,China
3617,黔东南理工职业学院,Qiandongnan Polytechnic College,China
3618,云南大学,Yunnan University,China
3619,昆明理工大学,Kunming University of Science and Technology,China
3620,云南农业大学,Yunnan Agricultural University,China
3621,西南林业大学,Southwest Forestry University,China
3622,昆明医科大学,Kunming Medical University,China
3623,大理大学,Dali University,China
3624,云南中医药大学,Yunnan University of Chinese Medicine,China
3625,云南师范大学,Yunnan Normal University,China
3626,昭通学院,Zhaotong University,China
3627,曲靖师范学院,Qujing Normal University,China
3628,普洱学院,Pu'er University,China
3629,保山学院,Baoshan University,China
3630,红河学院,Honghe University,China
3631,云南财经大学,Yunnan University of Finance and Economics,China
3632,云南艺术学院,Yunnan Arts University,China
3633,云南民族大学,Yunnan Minzu University,China
3634,玉溪师范学院,Yuxi Normal University,China
3635,楚雄师范学院,Chuxiong Normal University,China
3636,云南警官学院,Yunnan Police College,China
3637,昆明学院,Kunming University,China
3638,文山学院,Wenshan University,China
3639,云南经济管理学院,Yunnan University of Economics and Management,China
3640,滇池学院,Dianchi College,China
3641,丽江文化旅游学院,Lijiang College of Culture and Tourism,China
3642,昆明理工大学津桥学院,Kunming University of Science and Technology Jinqiao College,China
3643,昆明城市学院,Kunming City University,China
3644,昆明文理学院,Kunming College of Arts and Sciences,China
3645,昆明医科大学海源学院,Kunming Medical University Haiyuan College,China
3646,昆明传媒学院,Kunming Communication University,China
3647,云南工商学院,Yunnan Technology and Business University,China
3648,滇西科技师范学院,Dianxi Science and Technology Normal University,China
3649,滇西应用技术大学,Dianxi University of Applied Technology,China
3650,丽江师范学院,Lijiang Normal College,China
3651,德宏师范学院,Dehong Normal University,China
3652,曲靖健康医学院,Qujing Health University,China
3653,昆明冶金高等专科学校,Kunming Metallurgy College,China
3654,云南国土资源职业学院,Yunnan Land and Resources Vocational College,China
3655,云南交通职业技术学院,Yunnan Transport Vocational College,China
3656,昆明工业职业技术学院,Kunming Industrial Vocational College,China
3657,云南农业职业技术学院,Yunnan Agricultural Vocational College,China
3658,云南司法警官职业学院,Yunnan Justice Police Vocational College,China
3659,云南文化艺术职业学院,Yunnan Vocational College of Culture and Arts,China
3660,云南体育运动职业技术学院,Yunnan Vocational College of Sports,China
3661,云南科技信息职业学院,Yunnan Vocational College of Science and Technology Information,China
3662,西双版纳职业技术学院,Xishuangbanna Vocational and Technical College,China
3663,昆明艺术职业学院,Kunming Art Vocational College,China
3664,玉溪农业职业技术学院,Yuxi Agricultural Vocational and Technical College,China
3665,云南能源职业技术学院,Yunnan Energy Vocational and Technical College,China
3666,云南国防工业职业技术学院,Yunnan National Defense Industry Vocational College,China
3667,云南机电职业技术学院,Yunnan Mechanical and Electrical Vocational and Technical College,China
3668,云南林业职业技术学院,Yunnan Forestry Technological College,China
3669,云南城市建设职业学院,Yunnan City Construction Vocational College,China
3670,云南工程职业学院,Yunnan Vocational College of Engineering,China
3671,楚雄医药高等专科学校,Chuxiong Medical College,China
3672,保山中医药高等专科学校,Baoshan College of Traditional Chinese Medicine,China
3673,云南新兴职业学院,Yunnan New Start Vocational College,China
3674,云南锡业职业技术学院,Yunnan Tin Industry Vocational Technology College,China
3675,云南经贸外事职业学院,Yunnan College of Economics  Trade and Foreign Affairs,China
3676,云南三鑫职业技术学院,Yunnan Sanxin Vocational and Technical College,China
3677,德宏职业学院,Dehong Vocational College,China
3678,云南商务职业学院,Yunnan Business Vocational College,China
3679,昆明卫生职业学院,Kunming Health Vocational College,China
3680,云南现代职业技术学院,Yunnan Modern Vocational Technology College,China
3681,云南旅游职业学院,Yunnan Tourism Vocational College,China
3682,红河卫生职业学院,Honghe Health Vocational College,China
3683,云南外事外语职业学院,Yunnan College of Foreign Affairs and Foreign Languages,China
3684,大理农林职业技术学院,Dali Agriculture and Forestry Vocational and Technical College,China
3685,公安消防部队高等专科学校,Higher College of Public Security Fire Fighting Forces,China
3686,云南财经职业学院,Yunnan Vocational College of Finance and Economics,China
3687,昆明铁道职业技术学院,Kunming Railway Vocational and Technical College,China
3688,昭通卫生职业学院,Zhaotong Health Vocational College,China
3689,大理护理职业学院,Dali Nursing Vocational College,China
3690,云南水利水电职业学院,Yunnan Vocational College of Water Resources and Hydropower,China
3691,云南轻纺职业学院,Yunnan Vocational College of Textile and Light Industry,China
3692,云南特殊教育职业学院,Yunnan Vocational College of Special Education,China
3693,云南工贸职业技术学院,Yunnan Vocational College of Industry and Trade Technology,China
3694,云南交通运输职业学院,Yunnan Vocational College of Communications,China
3695,昆明幼儿师范高等专科学校,Kunming Preschool Education College,China
3696,云南医药健康职业学院,Yunnan Vocational College of Medicine and Health,China
3697,云南理工职业学院,Yunnan Polytechnic Vocational College,China
3698,曲靖职业技术学院,Qujing Vocational and Technical College,China
3699,红河职业技术学院,Honghe Vocational and Technical College,China
3700,玉溪职业技术学院,Yuxi Vocational and Technical College,China
3701,保山职业学院,Baoshan Vocational College,China
3702,昭通职业学院,Zhaotong Vocational College,China
3703,文山职业技术学院,Wenshan Vocational and Technical College,China
3704,丽江职业技术学院,Lijiang Vocational and Technical College,China
3705,香格里拉职业学院,Shangri-La Vocational College,China
3706,怒江职业技术学院,Nujiang Vocational and Technical College,China
3707,临沧职业学院,Lincang Vocational College,China
3708,云南工业信息职业学院,Yunnan Vocational College of Industry and Information,China
3709,昆明航空职业学院,Kunming Aviation Vocational College,China
3710,西藏农牧大学,Tibet Agriculture and Animal Husbandry University,China
3711,西藏大学,Tibet University,China
3712,西藏民族大学,Tibet University for Nationalities,China
3713,西藏藏医药大学,Tibet University of Traditional Tibetan Medicine,China
3714,西藏警官高等专科学校,Tibet Police Officers Institute,China
3715,拉萨师范学院,Lhasa Teachers College,China
3716,西藏职业技术学院,Tibet Vocational Technical College,China
3717,日喀则职业技术学院,Shigatse Vocational Technical College,China
3718,西北大学,Northwest University  Ω,China
3719,西安交通大学,Xi'an Jiaotong University,China
3720,西北工业大学,Northwestern Polytechnical University,China
3721,西安理工大学,Xi'an University of Technology,China
3722,西安电子科技大学,Xidian University,China
3723,西安工业大学,Xi'an Technological University,China
3724,西安建筑科技大学,Xi'an University of Architecture and Technology,China
3725,西安科技大学,Xi'an University of Science and Technology,China
3726,西安石油大学,Xi'an Shiyou University,China
3727,陕西科技大学,Shaanxi University of Science & Technology Ω,China
3728,西安工程大学,Xi'an Polytechnic University,China
3729,长安大学,Chang'an University,China
3730,西北农林科技大学,Northwest A&F University,China
3731,陕西中医药大学,Shaanxi University of Chinese Medicine,China
3732,陕西师范大学,Shaanxi Normal University,China
3733,延安大学,Yan'an University,China
3734,陕西理工大学,Shaanxi University of Technology,China
3735,宝鸡文理学院,Baoji University of Arts and Sciences,China
3736,咸阳师范学院,Xianyang Normal University,China
3737,渭南师范学院,Weinan Normal University,China
3738,西安外国语大学,Xi'an International Studies University,China
3739,西北政法大学,Northwest University of Politics and Law,China
3740,西安体育学院,Xi'an Physical Education University,China
3741,西安音乐学院,Xi'an Conservatory of Music,China
3742,西安美术学院,Xi'an Academy of Fine Arts,China
3743,西安文理学院,Xi'an Institute of Arts and Science,China
3744,榆林学院,Yulin University,China
3745,商洛学院,Shangluo University,China
3746,安康学院,Ankang University,China
3747,西安培华学院,Xi'an Peihua University,China
3748,西安财经大学,Xi'an University of Finance and Economics,China
3749,西安邮电大学,Xi'an University of Posts & Telecommunications,China
3750,西安航空学院,Xi'an Aeronautical University,China
3751,西安医学院,Xi'an Medical University,China
3752,西安欧亚学院,Xi'an Eurasia University,China
3753,西安外事学院,Xi'an International University,China
3754,西安翻译学院,Xi'an Fanyi University,China
3755,西京学院,Xijing University,China
3756,西安思源学院,Xi'an Siyuan University,China
3757,陕西国际商贸学院,Shaanxi Institute of International Trade & Commerce,China
3758,陕西服装工程学院,Shaanxi Fashion Engineering University,China
3759,西安交通工程学院,Xi'an Jiaotong Engineering College,China
3760,西安交通大学城市学院,Xi'an Jiaotong University City College,China
3761,西北大学现代学院,The Modern College of Northwest University,China
3762,西安建筑科技大学华清学院,Hu Qing College of Xi'an University of Architecture and Technology,China
3763,西安财经大学行知学院,Xingzhi College of Xi'an University of Finance and Economics,China
3764,陕西科技大学镐京学院,Haojing College of Shaanxi University of Science & Technology,China
3765,西安工商学院,Xi'an International University,China
3766,延安大学西安创新学院,Xi'an Innovation College of Yan'an University,China
3767,西安电子科技大学长安学院,Chang'an College of Xidian University,China
3768,西安汽车职业大学,Xi'an Automobile Vocational University,China
3769,西安明德理工学院,Xi'an Mingde Institute of Technology,China
3770,西安信息职业大学,Xi'an University of Information Technology,China
